timeframe,player_id,x,y
31,5,27.999,6.06
32,1,16.39415199,29.20071551
32,2,17.41852031,21.96837156
32,3,19.1152653,26.10656049
32,4,36.6793,4.365
32,5,27.084,6.3
33,1,16.57715199,29.11071551
33,2,17.50832319,22.52606966
33,3,19.21951254,26.86122058
33,4,35.8192,4.86
33,5,26.169,6.3
34,1,16.76015199,29.02071551
34,2,17.70277932,23.05733787
34,3,19.36025088,27.53046198
34,4,34.9591,5.355
34,5,25.254,6.3
35,1,16.94315199,28.93071551
35,2,17.995,23.54335576
35,3,19.5324946,28.09057647
35,4,34.099,5.85
35,5,24.339,6.3
36,1,17.12615199,28.84071551
36,2,18.37463316,23.96690588
36,3,19.73014187,28.52172174
36,4,33.2389,6.345
36,5,23.424,6.3
37,1,17.30915199,28.75071551
37,2,18.70025681,24.36305098
37,3,19.94619095,28.80862423
37,4,32.3788,6.84
37,5,22.509,6.3
38,1,17.49215199,28.66071551
38,2,18.79175681,24.83105098
38,3,20.17298817,28.94112028
38,4,31.5187,7.335
38,5,21.594,6.3
39,1,17.67515199,28.57071551
39,2,18.88325681,25.29905098
39,3,20.40249915,28.91451616
39,4,30.6586,7.83
39,5,20.923,6.3
40,1,17.85815199,28.48071551
40,2,18.97475681,25.76705098
40,3,20.62659334,28.72975432
40,4,29.7985,8.325
40,5,20.374,6.3
41,1,18.04115199,28.30071551
41,2,19.06625681,26.23505098
41,3,20.83733209,28.39338006
41,4,28.9384,8.82
41,5,19.825,6.3
42,1,18.22415199,28.12071551
42,2,19.15775681,26.70305098
42,3,21.02724988,27.91730959
42,4,28.182,9.06
42,5,19.276,6.3
43,1,18.40715199,27.94071551
43,2,19.24925681,27.17105098
43,3,21.18961876,27.31840795
43,4,27.633,8.79
43,5,18.727,6.3
44,1,18.59015199,27.76071551
44,2,19.34075681,27.63905098
44,3,21.31868676,26.61789153
44,4,27.084,8.52
44,5,18.178,6.3
45,1,18.77315199,27.58071551
45,2,19.43225681,28.10705098
45,3,21.40988156,25.84057647
45,4,26.535,8.25
45,5,17.629,6.3
46,1,18.95615199,27.40071551
46,2,19.52375681,28.57505098
46,3,21.48308156,25.32757647
46,4,25.986,7.98
46,5,17.14215257,6.408111418
47,1,19.13915199,27.22071551
47,2,19.49325681,28.88705098
47,3,21.55628156,24.81457647
47,4,25.437,7.71
47,5,16.69039432,6.724653619
48,1,19.32215199,27.04071551
48,2,19.21875681,28.88705098
48,3,21.62948156,24.30157647
48,4,24.888,7.44
48,5,16.3062854,7.226812053
49,1,19.50515199,26.86071551
49,2,18.94425681,28.88705098
49,3,21.70268156,23.78857647
49,4,24.339,7.17
49,5,16.01751018,7.878394013
50,1,19.68815199,26.68071551
50,2,18.66975681,28.88705098
50,3,21.77588156,23.27557647
50,4,23.79,6.9
50,5,15.84488192,8.632437198
51,1,19.87115199,26.50071551
51,2,18.39525681,28.88705098
51,3,21.84908156,22.76257647
51,4,23.241,6.63
51,5,15.80071676,9.437836793
52,1,20.05415199,26.32071551
52,2,18.12075681,28.88705098
52,3,21.92228156,22.24957647
52,4,22.692,6.36
52,5,15.66902068,10.22865827
53,1,20.23715199,26.14071551
53,2,17.84625681,28.88705098
53,3,21.99548156,21.73657647
53,4,22.143,6.09
53,5,15.45217745,10.99058739
54,1,20.42015199,25.96071551
54,2,17.57175681,28.88705098
54,3,22.06868156,21.22357647
54,4,21.594,5.82
54,5,15.15411203,11.70983286
55,1,20.60315199,25.78071551
55,2,17.29725681,28.88705098
55,3,22.14188156,20.71057647
55,4,21.045,5.55
55,5,14.78021956,12.37337601
56,1,20.78615199,25.60071551
56,2,16.98615681,28.73405098
56,3,22.21508156,20.19757647
56,4,20.496,5.28
56,5,14.33726765,12.96920638
57,1,20.96915199,25.42071551
57,2,16.67505681,28.58105098
57,3,22.28828156,19.68457647
57,4,19.947,5.079
57,5,13.83327395,13.48653916
58,1,21.15215199,25.24071551
58,2,16.36395681,28.42805098
58,3,22.36148156,19.17157647
58,4,19.398,5.016
58,5,13.27736099,13.91601039
59,1,21.31075199,24.91071551
59,2,16.05285681,28.27505098
59,3,22.36148156,18.73057647
59,4,18.849,4.953
59,5,12.67959106,14.24984642
60,1,21.45715199,24.50571551
60,2,15.74175681,28.12205098
60,3,22.32488156,18.32557647
60,4,18.3,4.89
60,5,12.05078408,14.48200467
61,1,21.60355199,24.10071551
61,2,15.43065681,27.96905098
61,3,22.28828156,17.92057647
61,4,17.751,4.827
61,5,11.40232175,14.60828296
62,1,21.74995199,23.69571551
62,2,15.11955681,27.81605098
62,3,22.25168156,17.51557647
62,4,17.32123764,4.785
62,5,10.74594155,14.6263956
63,1,21.89635199,23.29071551
63,2,14.80845681,27.66305098
63,3,22.21508156,17.11057647
63,4,17.13689065,4.687828275
63,5,10.09352427,14.53601473
64,1,22.04275199,22.88571551
64,2,14.49735681,27.51005098
64,3,22.17848156,16.70557647
64,4,16.97683033,4.483347516
64,5,9.456878988,14.3387763
65,1,22.18915199,22.48071551
65,2,14.18625681,27.35705098
65,3,22.14188156,16.30057647
65,4,16.8567245,4.191573726
65,5,8.847529274,14.03825041
66,1,22.18915199,22.03071551
66,2,13.87515681,27.20405098
66,3,22.10528156,15.89557647
66,4,16.78832996,3.841067755
66,5,8.276504651,13.63987672
67,1,22.18915199,21.58071551
67,2,13.56405681,27.05105098
67,3,22.06868156,15.49057647
67,4,16.775,3.591573726
67,5,7.754140938,13.15086599
68,1,22.18915199,21.13071551
68,2,13.25295681,26.89805098
68,3,22.03208156,15.08557647
68,4,16.775,3.591573726
68,5,7.289893167,12.58006955
69,1,22.18915199,20.68071551
69,2,12.77283328,26.82855499
69,3,21.99548156,14.68057647
69,4,16.775,3.351573726
69,5,7.051944286,12.41237601
70,1,22.18915199,20.23071551
70,2,12.21850338,26.73176267
70,3,21.95888156,14.27557647
70,4,16.775,2.991573726
70,5,6.759144286,12.52937601
71,1,22.18915199,19.78071551
71,2,11.68090492,26.55339008
71,3,21.92228156,13.87057647
71,4,16.775,2.631573726
71,5,6.466344286,12.64637601
72,1,22.18915199,19.33071551
72,2,11.16480964,26.29591003
72,3,21.85518156,13.43257647
72,4,16.775,2.271573726
72,5,6.173544286,12.76337601
73,1,22.18915199,18.88071551
73,2,10.67479845,25.96289197
73,3,21.72708156,12.92857647
73,4,16.775,1.911573726
73,5,5.880744286,12.88037601
74,1,22.18915199,18.43071551
74,2,10.21522071,25.55895257
74,3,21.59898156,12.42457647
74,4,16.775,1.551573726
74,5,5.587944286,12.99737601
75,1,22.18915199,17.98071551
75,2,9.790155685,25.08969167
75,3,21.47088156,11.92057647
75,4,16.775,1.191573726
75,5,5.295144286,13.11437601
76,1,22.18915199,17.53071551
76,2,9.403376269,24.56161468
76,3,21.34278156,11.41657647
76,4,16.8665,1.065573726
76,5,5.331744286,13.18637601
77,1,22.18915199,17.08071551
77,2,9.058315547,23.98204237
77,3,21.21468156,10.91257647
77,4,16.958,0.939573726
77,5,5.368344286,13.25837601
78,1,22.18915199,16.63071551
78,2,8.758036302,23.35900941
78,3,21.08658156,10.40857647
78,4,17.0495,0.813573726
78,5,5.404944286,13.33037601
79,1,22.18915199,16.18071551
79,2,8.668367253,23.14315158
79,3,20.95848156,9.904576475
79,4,17.141,0.687573726
79,5,5.441544286,13.40237601
80,1,22.18915199,15.73071551
80,2,8.668367253,23.14315158
80,3,20.83038156,9.400576475
80,4,17.2325,0.561573726
80,5,5.478144286,13.47437601
81,1,22.00615199,15.59451836
81,2,8.668367253,23.14315158
81,3,20.70228156,8.896576475
81,4,17.324,0.435573726
81,5,5.514744286,13.54637601
82,1,21.82315199,15.48801041
82,2,8.668367253,23.14315158
82,3,20.61688156,8.506792889
82,4,17.4155,0.351573726
82,5,5.551344286,13.61837601
83,1,21.64015199,15.434409
83,2,8.668367253,23.14315158
83,3,20.50755841,8.34975158
83,4,17.507,0.351573726
83,5,5.587944286,13.69037601
84,1,21.45715199,15.44539855
84,2,8.668367253,23.14315158
84,3,20.2747497,8.207905323
84,4,17.5985,0.351573726
84,5,5.624544286,13.76237601
85,1,21.27415199,15.51858347
85,2,8.668367253,23.14315158
85,3,19.93523494,8.091477585
85,4,17.69,0.351573726
85,5,5.661144286,13.83437601
86,1,21.09115199,15.63801041
86,2,8.668367253,23.14315158
86,3,19.51348441,8.008859811
86,4,17.7815,0.351573726
86,5,5.697744286,13.90637601
87,1,20.90815199,15.79671551
87,2,8.668367253,23.14315158
87,3,19.03989548,7.966006618
87,4,17.873,0.351573726
87,5,5.734344286,13.97837601
88,1,20.72515199,15.99471551
88,2,8.668367253,23.14315158
88,3,18.54860172,7.966006618
88,4,17.9645,0.351573726
88,5,5.770944286,14.05037601
89,1,20.54215199,16.19271551
89,2,8.668367253,23.14315158
89,3,18.07501279,8.008859811
89,4,18.056,0.351573726
89,5,5.807544286,14.12237601
90,1,20.35915199,16.39071551
90,2,8.668367253,23.14315158
90,3,17.65326226,8.091477585
90,4,18.1475,0.351573726
90,5,5.844144286,14.19437601
91,1,20.17615199,16.58871551
91,2,8.668367253,23.14315158
91,3,17.36046226,8.208477585
91,4,18.239,0.351573726
91,5,5.880744286,14.26637601
92,1,19.99315199,16.78671551
92,2,8.668367253,23.14315158
92,3,17.06766226,8.325477585
92,4,18.2756,0.501573726
92,5,5.905144286,14.31437601
93,1,19.81015199,16.98471551
93,2,8.668367253,23.14315158
93,3,16.77486226,8.442477585
93,4,18.2024,0.951573726
93,5,5.905144286,14.31437601
94,1,19.62715199,17.18271551
94,2,8.668367253,23.14315158
94,3,16.48206226,8.559477585
94,4,18.1292,1.401573726
94,5,5.905144286,14.31437601
95,1,19.44415199,17.38071551
95,2,8.668367253,23.14315158
95,3,16.18926226,8.676477585
95,4,18.056,1.851573726
95,5,5.905144286,14.31437601
96,1,19.26115199,17.57871551
96,2,8.668367253,23.14315158
96,3,15.89646226,8.793477585
96,4,17.9828,2.301573726
96,5,5.905144286,14.31437601
97,1,19.07815199,17.77671551
97,2,8.668367253,23.14315158
97,3,15.60366226,8.910477585
97,4,17.9096,2.751573726
97,5,5.905144286,14.31437601
98,1,18.89515199,17.97471551
98,2,8.668367253,23.14315158
98,3,15.31086226,9.027477585
98,4,17.8364,3.201573726
98,5,5.905144286,14.31437601
99,1,18.71215199,18.17271551
99,2,8.668367253,23.14315158
99,3,14.90826226,9.066477585
99,4,17.7632,3.651573726
99,5,5.905144286,14.31437601
100,1,18.52915199,18.37071551
100,2,8.668367253,23.14315158
100,3,14.45076226,9.066477585
100,4,17.69,4.101573726
100,5,5.905144286,14.31437601
101,1,18.34615199,18.56871551
101,2,8.668367253,23.14315158
101,3,13.99326226,9.066477585
101,4,17.6168,4.551573726
101,5,5.905144286,14.31437601
102,1,18.16315199,18.76671551
102,2,8.668367253,23.14315158
102,3,13.53576226,9.066477585
102,4,17.5436,5.001573726
102,5,5.905144286,14.34437601
103,1,17.98015199,18.96471551
103,2,8.668367253,23.14315158
103,3,13.07826226,9.066477585
103,4,17.4704,5.451573726
103,5,5.905144286,14.43437601
104,1,17.79715199,19.16271551
104,2,8.485367253,23.14315158
104,3,12.62076226,9.066477585
104,4,17.3972,5.901573726
104,5,5.905144286,14.52437601
105,1,17.61415199,19.36071551
105,2,8.210867253,23.14315158
105,3,12.16326226,9.066477585
105,4,17.324,6.351573726
105,5,5.905144286,14.61437601
106,1,17.61415199,19.43271551
106,2,7.936367253,23.14315158
106,3,11.70576226,9.066477585
106,4,17.2508,6.801573726
106,5,5.905144286,14.70437601
107,1,17.61415199,19.50471551
107,2,7.657573302,23.14315158
107,3,11.21776226,9.156477585
107,4,17.1776,7.251573726
107,5,5.905144286,14.79437601
108,1,17.61415199,19.57671551
108,2,7.371667158,23.16046262
108,3,10.66876226,9.426477585
108,4,17.1044,7.701573726
108,5,5.905144286,14.88437601
109,1,17.61415199,19.64871551
109,2,7.091052555,23.19831228
109,3,10.11976226,9.696477585
109,4,17.0312,8.151573726
109,5,5.905144286,14.97437601
110,1,17.61415199,19.72071551
110,2,6.819619678,23.25617583
110,3,9.570762263,9.966477585
110,4,16.958,8.601573726
110,5,5.905144286,15.06437601
111,1,17.61415199,19.79271551
111,2,6.561131423,23.33325112
111,3,9.021762263,10.23647759
111,4,16.8848,9.051573726
111,5,5.905144286,15.15437601
112,1,17.61415199,19.86471551
112,2,6.319171237,23.42846964
112,3,8.528237538,10.4279816
112,4,16.8116,9.501573726
112,5,5.905144286,15.24437601
113,1,17.61415199,19.93671551
113,2,6.097093433,23.54051137
113,3,8.159543559,10.59803212
113,4,16.7384,9.951573726
113,5,5.905144286,15.33437601
114,1,17.61415199,20.00871551
114,2,5.897976696,23.66782306
114,3,7.839422923,10.95587345
114,4,16.6652,10.40157373
114,5,5.905144286,15.42437601
115,1,17.61415199,20.08071551
115,2,5.724581399,23.80863978
115,3,7.599211271,11.46647759
115,4,16.592,10.85157373
115,5,5.905144286,15.51437601
116,1,17.61415199,20.26071551
116,2,5.579311334,23.96100938
116,3,7.46242219,12.07986303
116,4,16.5188,11.30157373
116,5,5.905144286,15.60437601
117,1,17.61415199,20.44071551
117,2,5.464180393,24.12281955
117,3,7.441862263,12.60647759
117,4,16.4456,11.75157373
117,5,5.905144286,15.69437601
118,1,17.61415199,20.62071551
118,2,5.380784647,24.29182709
118,3,7.460162263,12.87647759
118,4,16.3724,12.20157373
118,5,5.905144286,15.78437601
119,1,17.61415199,20.80071551
119,2,5.330280218,24.46568904
119,3,7.478462263,13.14647759
119,4,16.2992,12.65157373
119,5,5.905144286,15.87437601
