timeframe,team_id,player_id,x,y,vx,vy
53,0,1,9.552568886,14.81567008,-0.284928801,0.25942523
54,0,1,9.430798412,14.96323762,-0.121770474,0.14756754
55,0,1,9.349756394,15.06695645,-0.081042018,0.10371883
56,0,1,9.4867452,15.09700626,0.136988806,0.03004981
57,0,1,9.397628014,15.22661361,-0.089117186,0.12960735
58,0,1,9.187560342,15.39230632,-0.210067672,0.16569271
59,0,1,8.89887555,15.58178313,-0.288684792,0.18947681
60,0,1,8.590745657,15.62436312,-0.308129893,0.04257999
61,0,1,8.365442211,15.51884372,-0.225303446,-0.1055194
62,0,1,8.181438361,15.44134796,-0.18400385,-0.07749576
63,0,1,7.991826454,15.42242756,-0.189611907,-0.0189204
64,0,1,7.800225124,15.46755536,-0.19160133,0.0451278
65,0,1,7.614270759,15.5264164,-0.185954365,0.05886104
66,0,1,7.444729846,15.56890494,-0.169540913,0.04248854
67,0,1,6.967676785,15.24605256,-0.477053061,-0.32285238
68,0,1,6.454844671,14.77097437,-0.512832114,-0.47507819
69,0,1,6.455855284,14.68846719,0.001010613,-0.08250718
70,0,1,6.441405633,14.67500461,-0.014449651,-0.01346258
71,0,1,6.334226784,14.71259502,-0.107178849,0.03759041
72,0,1,6.187569561,14.71768938,-0.146657223,0.00509436
73,0,1,6.03850333,14.70180439,-0.149066231,-0.01588499
74,0,1,5.893606783,14.67366174,-0.144896547,-0.02814265
75,0,1,5.753568613,14.6331167,-0.14003817,-0.04054504
76,0,1,5.670843993,14.61408115,-0.08272462,-0.01903555
77,0,1,5.696820548,14.61982322,0.025976555,0.00574207
78,0,1,5.70871363,14.64713891,0.011893082,0.02731569
79,0,1,5.708622533,14.66974142,-9.11E-05,0.02260251
80,0,1,5.719165655,14.65022046,0.010543122,-0.01952096
81,0,1,5.732590306,14.63494874,0.013424651,-0.01527172
82,0,1,5.741386026,14.64565219,0.00879572,0.01070345
83,0,1,5.746149369,14.6675486,0.004763343,0.02189641
84,0,1,5.741031981,14.71408635,-0.005117388,0.04653775
85,0,1,5.696268006,14.78897717,-0.044763975,0.07489082
86,0,1,5.642904784,14.8617184,-0.053363222,0.07274123
87,0,1,5.608628828,14.92937263,-0.034275956,0.06765423
88,0,1,5.585069905,14.98406781,-0.023558923,0.05469518
89,0,1,5.566311456,15.03860826,-0.018758449,0.05454045
90,0,1,5.542367735,15.10964218,-0.023943721,0.07103392
91,0,1,5.302066229,14.75041123,-0.240301506,-0.35923095
92,0,1,5.136509355,14.74055229,-0.165556874,-0.00985894
93,0,1,5.217405506,14.96864141,0.080896151,0.22808912
94,0,1,5.27399723,15.26739854,0.056591724,0.29875713
95,0,1,5.056907868,14.97986586,-0.217089362,-0.28753268
96,0,1,5.21268404,15.26785967,0.155776172,0.28799381
97,0,1,5.379148811,15.52442384,0.166464771,0.25656417
98,0,1,5.545901277,15.71974821,0.166752466,0.19532437
99,0,1,5.672449405,15.83133717,0.126548128,0.11158896
100,0,1,5.625419718,15.99864107,-0.047029687,0.1673039
101,0,1,5.308493782,16.15927735,-0.316925936,0.16063628
102,0,1,4.899691522,16.14113787,-0.40880226,-0.01813948
103,0,1,4.843033587,17.11160548,-0.056657935,0.97046761
104,0,1,4.5632096,18.11160548,-0.279823987,1
105,0,1,4.492507665,19.11160548,-0.070701935,1
106,0,1,4.483028995,19.87933377,-0.00947867,0.76772829
107,0,1,4.447595572,20.27514221,-0.035433423,0.39580844
108,0,1,4.378923501,20.46788715,-0.068672071,0.19274494
109,0,1,4.276504189,20.56828081,-0.102419312,0.10039366
110,0,1,4.166155324,20.59489048,-0.110348865,0.02660967
111,0,1,4.072661739,20.60883081,-0.093493585,0.01394033
112,0,1,3.936210342,20.54759977,-0.136451397,-0.06123104
113,0,1,3.812795721,20.58627284,-0.123414621,0.03867307
114,0,1,3.713763854,20.61176213,-0.099031867,0.02548929
115,0,1,3.599856299,20.5329344,-0.113907555,-0.07882773
116,0,1,3.511759588,20.60366838,-0.088096711,0.07073398
117,0,1,3.455659818,20.64261325,-0.05609977,0.03894487
118,0,1,3.41475332,20.74405588,-0.040906498,0.10144263
119,0,1,3.400310047,20.78084075,-0.014443273,0.03678487
1,0,2,20,15,0,0
2,0,2,19,14.63859774,-1,-0.36140226
3,0,2,18,14.03118657,-1,-0.60741117
4,0,2,17,13.72343531,-1,-0.30775126
5,0,2,16,13.51759339,-1,-0.20584192
6,0,2,15,13.33716703,-1,-0.18042636
7,0,2,14,13.15392739,-1,-0.18323964
8,0,2,13,12.96309888,-1,-0.19082851
9,0,2,12.03453301,12.80832626,-0.96546699,-0.15477262
10,0,2,11.66693504,12.74009494,-0.36759797,-0.06823132
11,0,2,11.66907952,12.74265444,0.00214448,0.0025595
12,0,2,11.82171365,12.8007482,0.15263413,0.05809376
13,0,2,12.06793486,12.90645079,0.24622121,0.10570259
14,0,2,12.25857475,13.02767612,0.19063989,0.12122533
15,0,2,12.45323441,13.19116749,0.19465966,0.16349137
16,0,2,12.626172,13.36298939,0.17293759,0.1718219
17,0,2,12.74218759,13.55638235,0.11601559,0.19339296
18,0,2,12.80131887,13.70418078,0.05913128,0.14779843
19,0,2,12.40050869,13.51125219,-0.40081018,-0.19292859
20,0,2,12.07520801,13.29272252,-0.32530068,-0.21852967
21,0,2,11.82311414,13.03138759,-0.25209387,-0.26133493
22,0,2,11.64818385,12.82679547,-0.17493029,-0.20459212
23,0,2,11.54403513,12.68310331,-0.10414872,-0.14369216
24,0,2,11.50201772,12.58551011,-0.04201741,-0.0975932
25,0,2,11.4984867,12.50494726,-0.00353102,-0.08056285
26,0,2,11.54429252,12.41201147,0.04580582,-0.09293579
27,0,2,11.68530021,12.3334753,0.14100769,-0.07853617
28,0,2,11.81657601,12.28722977,0.1312758,-0.04624553
29,0,2,11.80059689,12.24370005,-0.01597912,-0.04352972
30,0,2,11.89605066,12.34667335,0.09545377,0.1029733
31,0,2,11.85829019,12.35712386,-0.03776047,0.01045051
32,0,2,11.69712925,12.37745562,-0.16116094,0.02033176
33,0,2,11.50389558,12.44418853,-0.19323367,0.06673291
34,0,2,11.40153942,12.54570361,-0.10235616,0.10151508
35,0,2,11.53801184,12.66420216,0.13647242,0.11849855
36,0,2,11.77898325,12.73369216,0.24097141,0.06949
37,0,2,12.06334302,12.72147475,0.28435977,-0.01221741
38,0,2,12.37566553,12.62656631,0.31232251,-0.09490844
39,0,2,12.68094728,12.41336476,0.30528175,-0.21320155
40,0,2,12.94402925,12.16477884,0.26308197,-0.24858592
41,0,2,13.17159049,11.84938576,0.22756124,-0.31539308
42,0,2,13.36862504,11.42249526,0.19703455,-0.4268905
43,0,2,13.53601662,10.89839405,0.16739158,-0.52410121
44,0,2,13.65937823,10.31413813,0.12336161,-0.58425592
45,0,2,13.75894075,9.751583947,0.09956252,-0.562554183
46,0,2,13.83540832,9.241903071,0.07646757,-0.509680876
47,0,2,14.83540832,8.335249113,1,-0.906653958
48,0,2,15.83540832,7.905765909,1,-0.429483204
49,0,2,16.14760755,7.817315167,0.31219923,-0.088450742
50,0,2,15.61825718,8.11397385,-0.52935037,0.296658683
51,0,2,15.25558319,8.354514377,-0.36267399,0.240540527
52,0,2,15.0478996,8.552922862,-0.20768359,0.198408485
53,0,2,14.70315929,8.492816019,-0.34474031,-0.060106843
54,0,2,14.22308069,8.783388468,-0.4800786,0.290572449
55,0,2,13.66564439,9.275732121,-0.5574363,0.492343653
56,0,2,13.19336302,10.03050623,-0.47228137,0.754774109
57,0,2,12.6236515,10.77351011,-0.56971152,0.74300388
58,0,2,12.10512615,11.59023401,-0.51852535,0.8167239
59,0,2,11.66662696,12.41960722,-0.43849919,0.82937321
60,0,2,12.64733711,12.87423676,0.98071015,0.45462954
61,0,2,12.79260713,12.9440854,0.14527002,0.06984864
62,0,2,12.53132395,12.83271915,-0.26128318,-0.11136625
63,0,2,12.12381118,12.65570017,-0.40751277,-0.17701898
64,0,2,11.6853215,12.4392668,-0.43848968,-0.21643337
65,0,2,11.20898701,12.1853039,-0.47633449,-0.2539629
66,0,2,11.23440024,12.32617627,0.02541323,0.14087237
67,0,2,11.22237392,12.47113279,-0.01202632,0.14495652
68,0,2,11.25530106,12.73162935,0.03292714,0.26049656
69,0,2,11.29592913,13.01237148,0.04062807,0.28074213
70,0,2,11.34805624,13.28630128,0.05212711,0.2739298
71,0,2,11.20099613,13.57869022,-0.14706011,0.29238894
72,0,2,11.11787137,13.83906328,-0.08312476,0.26037306
73,0,2,11.04538582,14.05155177,-0.07248555,0.21248849
74,0,2,10.96641806,14.25417105,-0.07896776,0.20261928
75,0,2,10.88080057,14.45211016,-0.08561749,0.19793911
76,0,2,10.838301,14.6026704,-0.04249957,0.15056024
77,0,2,10.82331933,14.68056418,-0.01498167,0.07789378
78,0,2,10.8187152,14.71735825,-0.00460413,0.03679407
79,0,2,10.81930864,14.73740999,0.00059344,0.02005174
80,0,2,10.9196034,14.64498845,0.10029476,-0.09242154
81,0,2,10.94146641,14.59933463,0.02186301,-0.04565382
82,0,2,10.96221383,14.57455662,0.02074742,-0.02477801
83,0,2,10.84660121,14.54797549,-0.11561262,-0.02658113
84,0,2,10.78838617,14.52261097,-0.05821504,-0.02536452
85,0,2,10.72315824,14.48376777,-0.06522793,-0.0388432
86,0,2,10.65753346,14.44413751,-0.06562478,-0.03963026
87,0,2,10.61598997,14.40674246,-0.04154349,-0.03739505
88,0,2,10.57680977,14.36902572,-0.0391802,-0.03771674
89,0,2,10.54535962,14.31632424,-0.03145015,-0.05270148
90,0,2,10.49715594,14.26117054,-0.04820368,-0.0551537
91,0,2,10.43710413,14.23058696,-0.06005181,-0.03058358
92,0,2,10.24370938,14.03613764,-0.19339475,-0.19444932
93,0,2,9.675718898,13.44449428,-0.567990482,-0.59164336
94,0,2,9.636644888,13.03389207,-0.03907401,-0.41060221
95,0,2,9.819222198,13.2374708,0.18257731,0.20357873
96,0,2,9.688063797,12.88709172,-0.131158401,-0.35037908
97,0,2,9.544700357,12.52082552,-0.14336344,-0.3662662
98,0,2,9.511188121,12.37960323,-0.033512236,-0.14122229
99,0,2,9.489283439,12.32669068,-0.021904682,-0.05291255
100,0,2,9.114576008,13.32669068,-0.374707431,1
101,0,2,9.003136324,14.32669068,-0.111439684,1
102,0,2,9.006580162,15.02117269,0.003443838,0.69448201
103,0,2,8.006580162,15.59703268,-1,0.57585999
104,0,2,7.054032393,15.79670765,-0.952547769,0.19967497
105,0,2,6.551030808,15.86663598,-0.503001585,0.06992833
106,0,2,6.336639523,15.88348275,-0.214391285,0.01684677
107,0,2,6.223881237,15.87743978,-0.112758286,-0.00604297
108,0,2,6.151559189,15.87921985,-0.072322048,0.00178007
109,0,2,6.090753197,15.86123733,-0.060805992,-0.01798252
110,0,2,6.032097192,15.78680833,-0.058656005,-0.074429
111,0,2,5.963436988,15.51564794,-0.068660204,-0.27116039
112,0,2,5.915976402,15.22072031,-0.047460586,-0.29492763
113,0,2,5.89579401,15.00984656,-0.020182392,-0.21087375
114,0,2,6.394614334,14.84496141,0.498820324,-0.16488515
115,0,2,6.071806646,14.7678023,-0.322807688,-0.07715911
116,0,2,5.976090248,14.73282085,-0.095716398,-0.03498145
117,0,2,5.955906941,14.70864054,-0.020183307,-0.02418031
118,0,2,6.455087808,14.84053606,0.499180867,0.13189552
119,0,2,6.121045624,14.99299914,-0.334042184,0.15246308
1,0,3,28,20,0,0
2,0,3,28.72193695,19.43511184,0.72193695,-0.56488816
3,0,3,27.72193695,18.43511184,-1,-1
4,0,3,26.72193695,17.43511184,-1,-1
5,0,3,25.87608907,16.43511184,-0.84584788,-1
6,0,3,25.24835256,15.43511184,-0.62773651,-1
7,0,3,24.71583429,14.43511184,-0.53251827,-1
8,0,3,24.2854028,13.67964686,-0.43043149,-0.75546498
9,0,3,23.98877098,13.28617448,-0.29663182,-0.39347238
10,0,3,23.59280309,13.06321722,-0.39596789,-0.22295726
11,0,3,23.14492423,12.93510577,-0.44787886,-0.12811145
12,0,3,22.74578923,12.88891988,-0.399135,-0.04618589
13,0,3,22.37462508,12.90513696,-0.37116415,0.01621708
14,0,3,21.87831364,12.99892099,-0.49631144,0.09378403
15,0,3,21.34141259,13.22457404,-0.53690105,0.22565305
16,0,3,20.7862597,13.55504042,-0.55515289,0.33046638
17,0,3,20.24639782,13.89026305,-0.53986188,0.33522263
18,0,3,19.73176837,14.30376116,-0.51462945,0.41349811
19,0,3,19.21287675,15.20992746,-0.51889162,0.9061663
20,0,3,18.63001852,16.06762081,-0.58285823,0.85769335
21,0,3,18.08027675,16.75702521,-0.54974177,0.6894044
22,0,3,17.68571327,17.15540628,-0.39456348,0.39838107
23,0,3,17.365167,17.41306457,-0.32054627,0.25765829
24,0,3,17.11051655,17.57866405,-0.25465045,0.16559948
25,0,3,16.8856592,17.7010056,-0.22485735,0.12234155
26,0,3,16.73232062,17.75086459,-0.15333858,0.04985899
27,0,3,17.73232062,17.93358172,1,0.18271713
28,0,3,18.43242652,17.52368257,0.7001059,-0.40989915
29,0,3,18.62659916,16.57112009,0.19417264,-0.95256248
30,0,3,18.46356623,16.18914295,-0.16303293,-0.38197714
31,0,3,18.53223659,15.35110114,0.06867036,-0.83804181
32,0,3,18.58117348,14.35110114,0.04893689,-1
33,0,3,18.73921081,13.35110114,0.15803733,-1
34,0,3,19.39725326,12.35110114,0.65804245,-1
35,0,3,20.27592989,11.35110114,0.87867663,-1
36,0,3,20.57410839,10.35110114,0.2981785,-1
37,0,3,20.50470472,9.351101137,-0.06940367,-1.000000003
38,0,3,20.28700505,8.540715005,-0.21769967,-0.810386132
39,0,3,20.04948244,8.116413878,-0.23752261,-0.424301127
40,0,3,20.00628871,7.962507616,-0.04319373,-0.153906262
41,0,3,20.05794209,7.953587227,0.05165338,-0.008920389
42,0,3,20.14446799,8.043539834,0.0865259,0.089952607
43,0,3,20.27169297,8.14985552,0.12722498,0.106315686
44,0,3,20.42770769,8.163843963,0.15601472,0.013988443
45,0,3,20.64617211,8.300491867,0.21846442,0.136647904
46,0,3,20.86171111,8.511601019,0.215539,0.211109152
47,0,3,21.14103906,8.816062393,0.27932795,0.304461374
48,0,3,21.41853485,9.314237722,0.27749579,0.498175329
49,0,3,21.49406381,9.869200804,0.07552896,0.554963082
50,0,3,21.31865766,10.41339557,-0.17540615,0.544194766
51,0,3,20.98524406,10.80260432,-0.3334136,0.38920875
52,0,3,20.58293668,11.1951567,-0.40230738,0.39255238
53,0,3,20.85360042,11.12398242,0.27066374,-0.07117428
54,0,3,20.81238718,11.00716611,-0.04121324,-0.11681631
55,0,3,20.64274978,10.76539245,-0.1696374,-0.24177366
56,0,3,20.03554693,10.88696098,-0.60720285,0.12156853
57,0,3,19.56333847,10.61438354,-0.47220846,-0.27257744
58,0,3,19.08883621,10.05776756,-0.47450226,-0.55661598
59,0,3,18.51731101,9.463144,-0.5715252,-0.59462356
60,0,3,17.93067769,8.795772502,-0.58663332,-0.667371498
61,0,3,17.34624667,8.032989007,-0.58443102,-0.762783495
62,0,3,16.77126225,7.448148378,-0.57498442,-0.584840629
63,0,3,16.35929289,7.120181522,-0.41196936,-0.327966856
64,0,3,16.23995792,6.957173504,-0.11933497,-0.163008018
65,0,3,16.14313795,6.813333381,-0.09681997,-0.143840123
66,0,3,16.07392427,6.667150075,-0.06921368,-0.146183306
67,0,3,15.97770828,6.490679783,-0.09621599,-0.176470292
68,0,3,15.91921279,6.401151183,-0.05849549,-0.0895286
69,0,3,15.86313805,6.430844429,-0.05607474,0.029693246
70,0,3,15.81671113,6.376215613,-0.04642692,-0.054628816
71,0,3,15.45904365,5.888099803,-0.35766748,-0.48811581
72,0,3,15.30980731,5.654723168,-0.14923634,-0.233376635
73,0,3,15.24826936,5.520419384,-0.06153795,-0.134303784
74,0,3,15.23726114,5.432790488,-0.01100822,-0.087628896
75,0,3,15.2449355,5.364285779,0.00767436,-0.068504709
76,0,3,15.26155999,5.311328249,0.01662449,-0.05295753
77,0,3,15.33670694,5.362003,0.07514695,0.050674751
78,0,3,15.42181649,5.396844664,0.08510955,0.034841664
79,0,3,15.51071414,5.42231253,0.08889765,0.025467866
80,0,3,16.11351596,6.078810697,0.60280182,0.656498167
81,0,3,16.39561732,6.325292603,0.28210136,0.246481906
82,0,3,16.52638867,6.379210118,0.13077135,0.053917515
83,0,3,16.52792056,6.176934472,0.00153189,-0.202275646
84,0,3,16.46996808,5.994486427,-0.05795248,-0.182448045
85,0,3,16.37640883,5.848999713,-0.09355925,-0.145486714
86,0,3,16.25857665,5.755714775,-0.11783218,-0.093284938
87,0,3,16.1240097,5.70341083,-0.13456695,-0.052303945
88,0,3,15.98399428,5.680334378,-0.14001542,-0.023076452
89,0,3,15.84575679,5.68094687,-0.13823749,0.000612492
90,0,3,15.71564423,5.707039066,-0.13011256,0.026092196
91,0,3,15.61603179,5.738027662,-0.09961244,0.030988596
92,0,3,15.62428683,5.73857402,0.00825504,0.000546358
93,0,3,15.56923332,5.803059717,-0.05505351,0.064485697
94,0,3,15.67776029,5.798431542,0.10852697,-0.004628175
95,0,3,15.51292496,5.937094607,-0.16483533,0.138663065
96,0,3,15.26738591,6.115418125,-0.24553905,0.178323518
97,0,3,15.00465745,6.329131856,-0.26272846,0.213713731
98,0,3,14.73737622,6.553360528,-0.26728123,0.224228672
99,0,3,14.47254614,6.787089574,-0.26483008,0.233729046
100,0,3,14.16923757,7.12691055,-0.30330857,0.339820976
101,0,3,13.85197995,7.517721707,-0.31725762,0.390811157
102,0,3,13.5414566,7.901258251,-0.31052335,0.383536544
103,0,3,13.30528306,8.901258251,-0.23617354,1
104,0,3,12.66974008,9.901258251,-0.63554298,1
105,0,3,12.10608787,10.84061764,-0.56365221,0.939359389
106,0,3,11.53650197,11.53417268,-0.5695859,0.69355504
107,0,3,11.00421092,11.97655341,-0.53229105,0.44238073
108,0,3,10.50099274,12.2581945,-0.50321818,0.28164109
109,0,3,10.02067978,12.42594203,-0.48031296,0.16774753
110,0,3,11.02067978,13.42594203,1,1
111,0,3,12.02067978,14.09321732,1,0.66727529
112,0,3,12.66262427,14.35248432,0.64194449,0.259267
113,0,3,12.93802096,14.45572126,0.27539669,0.10323694
114,0,3,13.05266208,14.58103156,0.11464112,0.1253103
115,0,3,13.05565991,14.80389038,0.00299783,0.22285882
116,0,3,13.09013711,14.98943407,0.0344772,0.18554369
117,0,3,13.10273702,15.21704915,0.01259991,0.22761508
118,0,3,12.10273702,14.21704915,-1,-1
119,0,3,11.10273702,13.27540159,-1,-0.94164756
1,0,4,29,29,0,0
2,0,4,29.4674615,28.75759856,0.4674615,-0.24240144
3,0,4,28.4674615,27.75759856,-1,-1
4,0,4,27.4674615,26.75759856,-1,-1
5,0,4,26.4674615,26.1588882,-1,-0.59871036
6,0,4,25.4674615,25.99816515,-1,-0.16072305
7,0,4,24.4674615,26.00260442,-1,0.00443927
8,0,4,23.4674615,25.96374843,-1,-0.03885599
9,0,4,22.4674615,25.81460986,-1,-0.14913857
10,0,4,21.4674615,25.62811807,-1,-0.18649179
11,0,4,20.4674615,25.43269102,-1,-0.19542705
12,0,4,19.57682291,25.26084416,-0.89063859,-0.17184686
13,0,4,18.98342899,25.10923074,-0.59339392,-0.15161342
14,0,4,18.59419967,24.99152234,-0.38922932,-0.1177084
15,0,4,18.2714407,24.85911253,-0.32275897,-0.13240981
16,0,4,17.99153953,24.72460045,-0.27990117,-0.13451208
17,0,4,17.71531439,24.56831171,-0.27622514,-0.15628874
18,0,4,17.43318356,24.35897668,-0.28213083,-0.20933503
19,0,4,17.22462658,24.62778759,-0.20855698,0.26881091
20,0,4,16.94531871,24.7222869,-0.27930787,0.09449931
21,0,4,16.64631166,24.78509177,-0.29900705,0.06280487
22,0,4,16.45783632,24.82753595,-0.18847534,0.04244418
23,0,4,16.20538076,24.87136023,-0.25245556,0.04382428
24,0,4,15.91309562,24.91251535,-0.29228514,0.04115512
25,0,4,15.60005351,24.94919086,-0.31304211,0.03667551
26,0,4,15.26901351,24.97965058,-0.33104,0.03045972
27,0,4,14.90866285,24.95073105,-0.36035066,-0.02891953
28,0,4,14.54455366,24.81946007,-0.36410919,-0.13127098
29,0,4,14.22401251,24.65225351,-0.32054115,-0.16720656
30,0,4,14.0127738,24.10338885,-0.21123871,-0.54886466
31,0,4,13.86492107,23.79747524,-0.14785273,-0.30591361
32,0,4,13.80762027,23.61907402,-0.0573008,-0.17840122
33,0,4,13.76772583,23.51708253,-0.03989444,-0.10199149
34,0,4,13.7313704,23.46243789,-0.03635543,-0.05464464
35,0,4,13.7448933,23.41642377,0.0135229,-0.04601412
36,0,4,13.79148649,23.40085561,0.04659319,-0.01556816
37,0,4,13.8547403,23.41626599,0.06325381,0.01541038
38,0,4,13.94811205,23.45310776,0.09337175,0.03684177
39,0,4,14.02099169,23.49690028,0.07287964,0.04379252
40,0,4,14.10915234,23.51465046,0.08816065,0.01775018
41,0,4,14.21732027,23.52302414,0.10816793,0.00837368
42,0,4,14.34159665,23.49810123,0.12427638,-0.02492291
43,0,4,14.47617448,23.44653698,0.13457783,-0.05156425
44,0,4,14.62243923,23.35304122,0.14626475,-0.09349576
45,0,4,14.77860954,23.18794096,0.15617031,-0.16510026
46,0,4,14.95586479,22.96647518,0.17725525,-0.22146578
47,0,4,15.08969083,22.79276567,0.13382604,-0.17370951
48,0,4,15.19682635,22.59110907,0.10713552,-0.2016566
49,0,4,15.23402114,22.39266311,0.03719479,-0.19844596
50,0,4,15.26421762,22.21094399,0.03019648,-0.18171912
51,0,4,15.25541089,22.03681535,-0.00880673,-0.17412864
52,0,4,15.23077949,21.82533718,-0.0246314,-0.21147817
53,0,4,15.20720459,21.8787914,-0.0235749,0.05345422
54,0,4,15.19909232,21.88206504,-0.00811227,0.00327364
55,0,4,15.18318726,21.87637715,-0.01590506,-0.00568789
56,0,4,15.12358656,21.47938148,-0.0596007,-0.39699567
57,0,4,14.99343519,21.27663198,-0.13015137,-0.2027495
58,0,4,14.82061115,21.18887966,-0.17282404,-0.08775232
59,0,4,14.62387652,21.2569446,-0.19673463,0.06806494
60,0,4,14.33791687,21.58635656,-0.28595965,0.32941196
61,0,4,14.02410473,22.1648418,-0.31381214,0.57848524
62,0,4,13.79683934,22.6831743,-0.22726539,0.5183325
63,0,4,13.68391476,23.07189651,-0.11292458,0.38872221
64,0,4,13.61707733,23.3342087,-0.06683743,0.26231219
65,0,4,13.56423565,23.50451534,-0.05284168,0.17030664
66,0,4,13.47945826,23.60708601,-0.08477739,0.10257067
67,0,4,13.3628461,23.61203931,-0.11661216,0.0049533
68,0,4,13.16415206,23.54340683,-0.19869404,-0.06863248
69,0,4,12.909739,23.4477228,-0.25441306,-0.09568403
70,0,4,12.53938709,23.42404529,-0.37035191,-0.02367751
71,0,4,11.99298696,23.47006628,-0.54640013,0.04602099
72,0,4,11.43108771,23.49056745,-0.56189925,0.02050117
73,0,4,10.91348524,23.43580462,-0.51760247,-0.05476283
74,0,4,10.4413367,23.34749933,-0.47214854,-0.08830529
75,0,4,10.02855146,23.22363708,-0.41278524,-0.12386225
76,0,4,9.663313856,23.0571974,-0.365237604,-0.16643968
77,0,4,9.358834193,22.8348502,-0.304479663,-0.2223472
78,0,4,9.104841858,22.55122136,-0.253992335,-0.28362884
79,0,4,8.895699104,22.22847005,-0.209142754,-0.32275131
80,0,4,8.864483865,22.07327768,-0.031215239,-0.15519237
81,0,4,8.904798151,22.03126386,0.040314286,-0.04201382
82,0,4,8.968816532,21.9849708,0.064018381,-0.04629306
83,0,4,8.931986318,21.95994451,-0.036830214,-0.02502629
84,0,4,8.948424797,21.9455099,0.016438479,-0.01443461
85,0,4,8.980072563,21.93668617,0.031647766,-0.00882373
86,0,4,9.03214751,21.92089908,0.052074947,-0.01578709
87,0,4,9.085311903,21.9029072,0.053164393,-0.01799188
88,0,4,9.134701601,21.88332577,0.049389698,-0.01958143
89,0,4,9.176899717,21.84828284,0.042198116,-0.03504293
90,0,4,9.221922799,21.82072569,0.045023082,-0.02755715
91,0,4,9.23204804,21.76131375,0.010125241,-0.05941194
92,0,4,9.290690843,21.61747746,0.058642803,-0.14383629
93,0,4,9.266665248,21.59246665,-0.024025595,-0.02501081
94,0,4,9.40224065,21.38457234,0.135575402,-0.20789431
95,0,4,9.444435764,21.28499583,0.042195114,-0.09957651
96,0,4,9.485446996,21.18549359,0.041011232,-0.09950224
97,0,4,9.54026144,21.15408052,0.054814444,-0.03141307
98,0,4,9.611391852,21.16586694,0.071130412,0.01178642
99,0,4,9.647286243,21.20211167,0.035894391,0.03624473
100,0,4,10.17127701,21.3054211,0.523990767,0.10330943
101,0,4,10.39927519,21.46837221,0.22799818,0.16295111
102,0,4,10.48879638,21.69334415,0.08952119,0.22497194
103,0,4,10.60729937,21.67663525,0.11850299,-0.0167089
